Datetime,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S
2021-11-10 15:30:00-05:00,"AAPL,MSFT,GOOGL,GOOG,META,AVGO,ADBE,AMD,INTC,TXN,QCOM,INTU,SBUX,PYPL,ISRG,MRVL,ASML,ADI,MCHP,MAR,FTNT,VRTX,ILMN,IDXX,NXPI,TEAM,ENPH,CPRT,MRNA,SWKS,ZM,ALGN,ANSS,LCID,LPLA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PEP,MDLZ,ORLY,XEL,PDD,EXC"
2021-11-11 09:30:00-05:00,"AAPL,ADBE,HON,TXN,SBUX,BKNG,ISRG,MAR,VRTX,ILMN,LULU,CPRT,SWKS,MELI,ZM,ANSS,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PDD,BIDU,EXC,PAYX,JD"
2021-11-11 10:30:00-05:00,"AAPL,ADBE,TXN,SBUX,BKNG,ISRG,ADI,MAR,VRTX,ILMN,IDXX,CSGP,CPRT,MRNA,SWKS,MELI,ZM,ALGN,ANSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ORLY,PDD,BIDU,PCAR,EXC,PAYX,NTES,JD"
2021-11-11 11:30:00-05:00,"AAPL,ADBE,HON,TXN,SBUX,BKNG,ISRG,ADI,MAR,VRTX,ILMN,IDXX,CSGP,VRSK,CPRT,SWKS,MELI,ZM,ALGN,MTCH,ANSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EA,PDD,BIDU,PCAR,NTES,JD"
2021-11-11 12:30:00-05:00,"AAPL,AMZN,ADBE,HON,TXN,SBUX,BKNG,ISRG,MAR,VRTX,ILMN,IDXX,CSGP,VRSK,CPRT,MRNA,MELI,ZM,ALGN,MTCH,ANSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EA,PDD,BIDU,PCAR,ENPH,NTES,JD"
2021-11-11 13:30:00-05:00,"AAPL,AMZN,ADBE,HON,TXN,SBUX,BKNG,ISRG,MAR,VRTX,LULU,IDXX,VRSK,CPRT,MRNA,MELI,ZM,ALGN,ANSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EA,PDD,BIDU,PCAR,EXC,ENPH,NTES,JD"
2021-11-11 14:30:00-05:00,"AAPL,AMZN,META,ADBE,INTC,HON,TXN,SBUX,BKNG,ISRG,CDNS,MAR,VRTX,LULU,IDXX,VRSK,CPRT,MRNA,MELI,OKTA,ZM,ALGN,MTCH,ANSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GILD,PDD,BIDU,PCAR,EXC,FAST,NTES,JD"
2021-11-11 15:30:00-05:00,"AAPL,AMZN,GOOGL,META,ADBE,INTC,HON,SBUX,BKNG,ISRG,CDNS,MAR,CRWD,VRTX,ILMN,LULU,IDXX,VRSK,CPRT,MRNA,MELI,OKTA,ZM,ALGN,MTCH,ANSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GILD,PDD,PCAR,EXC,NTES,JD"
2021-11-12 09:30:00-05:00,"AMZN,CSCO,INTC,TMUS,HON,AMGN,SBUX,BKNG,AEP,VRTX,MNST,LULU,AZN,MRNA,MELI,OKTA,ZM,ALGN,MTCH,ANSS,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"COST,MU,PDD,ODFL,ENPH,FAST,NTES,JD"
2021-11-12 10:30:00-05:00,"CSCO,TMUS,HON,AMGN,BKNG,VRTX,LULU,AZN,ZM,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"COST,NFLX,TXN,MU,EA,PDD,BIDU,ABNB,ODFL,TEAM,ENPH,FAST,VRSN,NTES,JD"
2021-11-12 11:30:00-05:00,"CSCO,TMUS,HON,AMGN,SBUX,BKNG,VRTX,AZN,ZM,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MSFT,COST,NFLX,TXN,MU,EA,PDD,BIDU,ABNB,PAYX,ODFL,TEAM,ENPH,FAST,VRSN,NTES,JD"
2021-11-12 12:30:00-05:00,"CSCO,TMUS,HON,SBUX,BKNG,VRTX,XEL,AZN,CHTR,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MSFT,AVGO,COST,AMD,NFLX,TXN,QCOM,INTU,MU,ASML,MCHP,PANW,EA,WDAY,PDD,BIDU,ABNB,PAYX,ODFL,TEAM,ENPH,CPRT,FAST,VRSN,NTES,JD"
2021-11-12 13:30:00-05:00,"CSCO,TMUS,HON,AMGN,BKNG,AEP,VRTX,XEL,AZN,CHTR,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MSFT,GOOGL,GOOG,META,AVGO,COST,AMD,NFLX,TXN,QCOM,INTU,AMAT,PYPL,MU,LRCX,SNPS,MRVL,ASML,ADI,MCHP,PANW,CDNS,FTNT,DXCM,EA,PDD,BIDU,ABNB,ODFL,TEAM,ENPH,CPRT,FAST,SWKS,VRSN,NTES,ZS,JD"
2021-11-12 14:30:00-05:00,"TSLA,HON,BKNG,MAR,AEP,XEL,AZN,CHTR,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,GOOGL,GOOG,META,AVGO,COST,AMD,NFLX,TXN,QCOM,INTU,AMAT,MU,LRCX,SNPS,REGN,MRVL,ASML,ADI,MCHP,PANW,CDNS,FTNT,DXCM,EA,PDD,BIDU,ABNB,PAYX,ODFL,TEAM,ENPH,CPRT,FAST,SWKS,VRSN,NTES,ZS,JD"
2021-11-12 15:30:00-05:00,"TSLA,BKNG,AEP,XEL,AZN,CHTR,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,GOOGL,GOOG,META,AVGO,COST,AMD,NFLX,TXN,QCOM,INTU,AMAT,MU,LRCX,SNPS,MRVL,ASML,ADI,PANW,CDNS,FTNT,DXCM,EA,PDD,BIDU,ABNB,PAYX,ODFL,TEAM,ENPH,CPRT,FAST,SWKS,VRSN,NTES,ZS,JD"
2021-11-15 09:30:00-05:00,"TSLA,TMUS,BKNG,CRWD,AZN,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,META,AVGO,COST,AMD,TXN,QCOM,INTU,AMAT,PYPL,MU,LRCX,REGN,ASML,ADI,PANW,CDNS,PDD,BIDU,ODFL,VRSK,CPRT,FAST,SWKS,VRSN,BIIB,ZM,NTES"
2021-11-15 10:30:00-05:00,"TSLA,TMUS,BKNG,MAR,CRWD,AZN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"META,AVGO,ADBE,COST,QCOM,INTU,AMAT,PYPL,MU,LRCX,REGN,ASML,ADI,PANW,CDNS,IDXX,ABNB,ODFL,CSGP,CPRT,FAST,VRSN,BIIB,ZM,BMRN"
2021-11-15 11:30:00-05:00,"TSLA,BKNG,CRWD,AZN,DDOG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"META,COST,INTU,MU,REGN,ASML,PANW,CDNS,CSGP,VRSK,FAST,VRSN,BIIB,ZM"
2021-11-15 12:30:00-05:00,"TSLA,BKNG,CRWD,EA,AZN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,GOOGL,GOOG,META,AVGO,INTU,PYPL,MU,MDLZ,REGN,ASML,CDNS,VRTX,ABNB,CSGP,VRSK,FAST,MRNA,VRSN,MELI,BIIB,ZM,CDW"
2021-11-15 13:30:00-05:00,"TSLA,AMGN,BKNG,CRWD,AZN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMZN,GOOGL,GOOG,META,AVGO,INTU,PYPL,REGN,ASML,CDNS,VRTX,CSGP,VRSK,FAST,MRNA,VRSN,MELI,BIIB,ZM"
2021-11-15 14:30:00-05:00,"AMGN,BKNG,CRWD,ILMN,AZN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,GOOGL,GOOG,META,AVGO,ADBE,QCOM,INTU,PYPL,MU,SNPS,REGN,ASML,CDNS,ABNB,ODFL,CSGP,VRSK,FAST,MRNA,VRSN,MELI,BIIB,ZM"
2021-11-15 15:30:00-05:00,"AMGN,BKNG,CRWD,AZN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,GOOGL,GOOG,META,AVGO,ADBE,NFLX,QCOM,INTU,PYPL,MU,SNPS,REGN,ASML,PANW,CDNS,ABNB,ODFL,CSGP,VRSK,FAST,MRNA,VRSN,MELI,BIIB,ZM"
2021-11-16 09:30:00-05:00,"AMGN,BKNG,MAR,CRWD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADBE,PEP,QCOM,INTU,PYPL,SNPS,REGN,ADI,PANW,CDNS,AEP,XEL,MNST,LULU,CSGP,VRSK,FAST,MRNA,VRSN,ZM,LCID,LPLA"
2021-11-16 10:30:00-05:00,"AMGN,BKNG,MAR,CRWD,EA,ILMN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADBE,QCOM,INTU,PYPL,SNPS,PANW,CDNS,XEL,MNST,LULU,ABNB,EBAY,CSGP,VRSK,FAST,VRSN,ZM,LCID,LPLA"
2021-11-16 11:30:00-05:00,"AMGN,BKNG,CRWD,EA,ILMN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADBE,QCOM,INTU,SNPS,REGN,PANW,CDNS,XEL,LULU,VRSK,FAST,VRSN,ZM,CDW,LCID,LPLA"
2021-11-16 12:30:00-05:00,"AMGN,BKNG,CRWD,EA,ILMN,BIIB,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADBE,QCOM,INTU,SNPS,ADI,CDNS,XEL,LULU,CSGP,VRSK,FAST,VRSN,ZM,CDW,LCID,LPLA"
2021-11-16 13:30:00-05:00,"AMGN,BKNG,CRWD,EA,ILMN,BIIB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADBE,QCOM,INTU,SNPS,ADI,CDNS,XEL,LULU,CSGP,VRSK,FAST,ZM,CDW,LCID,LPLA"
2021-11-16 14:30:00-05:00,"AMGN,BKNG,CRWD,EA,ILMN,BIIB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADBE,QCOM,INTU,SNPS,ADI,CDNS,XEL,LULU,VRSK,FAST,ZM,CDW,LCID,LPLA"
2021-11-16 15:30:00-05:00,"AMGN,BKNG,CRWD,EA,ILMN,BIIB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADBE,COST,QCOM,INTU,PYPL,SNPS,KLAC,ADI,CDNS,LULU,CSGP,VRSK,FAST,ZM,ANSS,CDW,LCID"
2021-11-17 09:30:00-05:00,"META,HON,TXN,AMGN,MDLZ,BIDU,ILMN,MELI,BIIB,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MSFT,TSLA,NFLX,QCOM,ISRG,SNPS,ADI,CDNS,VRSK,ENPH,FAST,MRNA,CDW,LCID"
2021-11-17 10:30:00-05:00,"HON,AMGN,BIDU,ILMN,EXC,AZN,MELI,BIIB,SE,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,TSLA,AMD,QCOM,ISRG,SNPS,ADI,CDNS,CRWD,PAYX,VRSK,MRNA,CDW"
2021-11-17 11:30:00-05:00,"BKNG,BIDU,ILMN,EXC,CSGP,AZN,MELI,BIIB,SE,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,TSLA,AVGO,ADBE,AMD,QCOM,INTU,ISRG,SNPS,MRVL,ADI,CDNS,CRWD,PAYX,VRSK,FAST,MRNA,ANSS,CDW"
2021-11-17 12:30:00-05:00,"CSCO,BIDU,ILMN,ABNB,EXC,AZN,MELI,BIIB,SE,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,TSLA,AVGO,ADBE,COST,AMD,QCOM,ISRG,SNPS,KLAC,ADI,CDNS,CRWD,PAYX,VRSK,FAST,MRNA,ALGN,NTES,ANSS,CDW,LCID"
2021-11-17 13:30:00-05:00,"CSCO,HON,MNST,BIDU,ILMN,ABNB,EXC,AZN,MELI,BIIB,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,TSLA,AVGO,ADBE,COST,AMD,NFLX,QCOM,ISRG,SNPS,ADI,CDNS,CRWD,TEAM,VRSK,MRNA,OKTA,ALGN,CDW,LCID"
2021-11-17 14:30:00-05:00,"BIDU,ABNB,EXC,AZN,MELI,BIIB,SE,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,TSLA,ADBE,COST,NFLX,QCOM,ISRG,SNPS,ADI,CDNS,CRWD,VRSK,CTAS,ALGN,CDW,LCID"
2021-11-17 15:30:00-05:00,"MDLZ,MNST,BIDU,ABNB,EXC,AZN,MELI,BIIB,SE,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,TSLA,ADBE,COST,QCOM,ISRG,SNPS,CDNS,CRWD,VRSK,ALGN,CDW,LCID"
2021-11-18 09:30:00-05:00,"CSCO,TMUS,AMGN,MDLZ,ORLY,MNST,EA,PDD,BIDU,ILMN,LULU,ABNB,PCAR,EXC,CSGP,CHTR,MELI,BIIB,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,TSLA,AVGO,QCOM,MRVL,ASML,CRWD,VRSK"
2021-11-18 10:30:00-05:00,"CSCO,INTC,TMUS,AMGN,PYPL,MDLZ,ORLY,MNST,EA,PDD,BIDU,ILMN,LULU,ABNB,PCAR,EXC,CSGP,CPRT,MELI,ZM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,TSLA,AVGO,QCOM,MRVL,ASML,CRWD,VRSK,MRNA,ZS"
2021-11-18 11:30:00-05:00,"CSCO,INTC,TMUS,PYPL,MNST,PDD,BIDU,LULU,ABNB,PCAR,AZN,MELI,ZM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,GOOGL,GOOG,TSLA,AVGO,TXN,QCOM,MRVL,ASML,CRWD,VRSK,MRNA,ZS"
2021-11-18 12:30:00-05:00,"CSCO,INTC,TMUS,PYPL,ORLY,MNST,EA,PDD,BIDU,ABNB,PCAR,CSGP,AZN,MELI,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,GOOGL,GOOG,AVGO,TXN,QCOM,GILD,MRVL,ASML,CRWD,VRSK,MRNA,ZS"
2021-11-18 13:30:00-05:00,"CSCO,INTC,INTU,PYPL,MNST,EA,PDD,BIDU,PCAR,CSGP,AZN,MELI,ZM,MTCH,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,TXN,ASML,VRSK,MRNA"
2021-11-18 14:30:00-05:00,"CSCO,INTC,INTU,PYPL,MNST,PDD,BIDU,PCAR,CSGP,MELI,BIIB,ZM,MTCH,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,TXN,GILD,ASML,VRSK,MRNA"
2021-11-18 15:30:00-05:00,"CSCO,PYPL,MNST,PDD,BIDU,PCAR,ODFL,CSGP,MELI,ZM,SE,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,TXN,GILD,ASML,VRSK,MRNA,ZS"
2021-11-19 09:30:00-05:00,"CSCO,AMAT,BKNG,PYPL,ISRG,VRTX,MNST,EA,PDD,BIDU,ABNB,PCAR,MELI,OKTA,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,GOOGL,NVDA,ADBE,TXN,INTU,GILD,MU,VRSK,MRNA,NTES,ZS,JD,BMRN"
2021-11-19 10:30:00-05:00,"CSCO,PYPL,MDLZ,ISRG,VRTX,MNST,EA,PDD,BIDU,PCAR,MELI,OKTA,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,GOOGL,GOOG,ADBE,TXN,INTU,GILD,MU,VRSK,MRNA,NTES,ZS,JD,BMRN"
2021-11-19 11:30:00-05:00,"CSCO,PYPL,MDLZ,ISRG,VRTX,EA,PDD,BIDU,CHTR,MELI,BIIB,OKTA,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,GOOGL,NVDA,ADBE,COST,TXN,QCOM,INTU,GILD,MU,LRCX,KLAC,FTNT,IDXX,NXPI,EBAY,VRSK,ENPH,MRNA,ZS,JD,BMRN"
2021-11-19 12:30:00-05:00,"CSCO,PYPL,MDLZ,ISRG,CRWD,VRTX,MNST,EA,WDAY,PDD,BIDU,KDP,CPRT,SWKS,MELI,OKTA,ZM,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,NVDA,ADBE,TXN,INTU,GILD,MU,REGN,IDXX,VRSK,MRNA,VRSN,ZS,JD,BMRN"
2021-11-19 13:30:00-05:00,"CSCO,PYPL,MDLZ,ISRG,CRWD,VRTX,EA,WDAY,PDD,BIDU,ODFL,SWKS,MELI,OKTA,ZM,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,NVDA,COST,TXN,GILD,MU,REGN,IDXX,EBAY,VRSK,MRNA,VRSN,ZS,JD,BMRN"
2021-11-19 14:30:00-05:00,"CSCO,PYPL,MDLZ,ISRG,CRWD,VRTX,MNST,EA,WDAY,PDD,BIDU,KDP,ODFL,CPRT,SWKS,MELI,OKTA,ZM,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,NVDA,TSLA,COST,TXN,INTU,GILD,MU,IDXX,VRSK,MRNA,VRSN,ZS,JD,BMRN"
2021-11-19 15:30:00-05:00,"PYPL,MDLZ,ISRG,CRWD,VRTX,MNST,EA,WDAY,PDD,BIDU,PCAR,KDP,ODFL,CPRT,SWKS,MELI,OKTA,ZM,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,NVDA,TSLA,COST,TXN,INTU,ADP,GILD,MU,IDXX,VRSK,MRNA,VRSN,ZS,JD,BMRN"
2021-11-22 09:30:00-05:00,"PYPL,MDLZ,ISRG,CRWD,DXCM,VRTX,EA,WDAY,PDD,TEAM,SWKS,MELI,OKTA,ZM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,NVDA,TSLA,META,ADBE,COST,CSCO,AMD,TXN,INTU,ADP,GILD,MU,LRCX,SNPS,REGN,ADI,PANW,CDNS,XEL,ILMN,IDXX,NXPI,EXC,VRSK,ENPH,MRNA,CTAS,VRSN,ANSS,CDW,LCID,BMRN"
2021-11-22 10:30:00-05:00,"GOOGL,GOOG,AVGO,NFLX,PYPL,MDLZ,ISRG,ASML,FTNT,CRWD,DXCM,EA,WDAY,PDD,BIDU,ABNB,TEAM,CPRT,SWKS,MELI,OKTA,ZM,MTCH,DDOG,ZS,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,TSLA,PEP,COST,CSCO,INTC,TXN,ADP,GILD,MU,LRCX,REGN,AEP,XEL,ILMN,NXPI,EXC,VRSK,MRNA,CTAS,VRSN,CDW,BMRN"
2021-11-22 11:30:00-05:00,"GOOGL,GOOG,AVGO,NFLX,PYPL,ISRG,ASML,FTNT,CRWD,DXCM,EA,WDAY,PDD,BIDU,ABNB,TEAM,CPRT,SWKS,MELI,OKTA,ZM,MTCH,ZS,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,TSLA,PEP,COST,CSCO,ADP,GILD,MU,AEP,XEL,MNST,VRSK,MRNA,CDW,BMRN"
2021-11-22 12:30:00-05:00,"GOOGL,GOOG,AVGO,NFLX,PYPL,ISRG,ASML,FTNT,CRWD,DXCM,VRTX,EA,WDAY,PDD,BIDU,ABNB,TEAM,CPRT,SWKS,MELI,OKTA,ZM,MTCH,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,TSLA,COST,CSCO,GILD,MU,PANW,XEL,MNST,PCAR,MRNA,LCID,BMRN"
2021-11-22 13:30:00-05:00,"GOOG,AVGO,NFLX,TMUS,PYPL,ISRG,ASML,FTNT,CRWD,DXCM,VRTX,EA,WDAY,PDD,BIDU,ABNB,TEAM,CPRT,SWKS,MELI,OKTA,ZM,MTCH,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,TSLA,COST,GILD,MU,PANW,MRNA,LCID,BMRN"
2021-11-22 14:30:00-05:00,"GOOGL,GOOG,AVGO,NFLX,PYPL,ISRG,ASML,CRWD,DXCM,VRTX,EA,WDAY,PDD,BIDU,ABNB,TEAM,CHTR,CPRT,SWKS,MELI,OKTA,ZM,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,TSLA,COST,CSCO,GILD,MU,PANW,AEP,XEL,MNST,MRNA,BMRN"
2021-11-22 15:30:00-05:00,"GOOGL,GOOG,AVGO,NFLX,TMUS,AMAT,PYPL,ISRG,ASML,KLAC,FTNT,CRWD,DXCM,VRTX,EA,WDAY,PDD,BIDU,LULU,ABNB,TEAM,CHTR,CPRT,SWKS,MELI,OKTA,ZM,MTCH,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"COST,GILD,MU,AEP,XEL,MRNA,BMRN"
2021-11-23 09:30:00-05:00,"AMZN,GOOGL,GOOG,AVGO,ADBE,NFLX,INTU,PYPL,ISRG,SNPS,ASML,KLAC,CDNS,FTNT,CRWD,DXCM,EA,WDAY,PDD,LULU,IDXX,ABNB,EBAY,CSGP,TEAM,CPRT,SWKS,MELI,OKTA,ZM,ALGN,MTCH,DDOG,ZS,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CSCO,GILD,MU,MAR,XEL,PCAR"
2021-11-23 10:30:00-05:00,"AMZN,GOOGL,GOOG,META,AVGO,ADBE,NFLX,AMAT,PYPL,ISRG,SNPS,MRVL,ASML,KLAC,FTNT,CRWD,DXCM,MNST,EA,WDAY,PDD,ILMN,LULU,IDXX,ABNB,EBAY,CSGP,TEAM,CPRT,SWKS,MELI,OKTA,ZM,ALGN,MTCH,DDOG,NTES,ZS,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"COST,CSCO,SBUX,GILD,AEP,XEL,PCAR,KDP,EXC"
2021-11-23 11:30:00-05:00,"AMZN,GOOGL,GOOG,META,AVGO,ADBE,NFLX,QCOM,AMAT,ISRG,SNPS,MRVL,ASML,KLAC,ADI,CDNS,FTNT,CRWD,DXCM,MNST,WDAY,ILMN,LULU,IDXX,ABNB,EBAY,TEAM,CPRT,SWKS,MELI,OKTA,ZM,ALGN,MTCH,DDOG,ZS,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CSCO,GILD,XEL,PCAR,KDP,EXC"
